"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Blake Goldsberry","COL","0","0","7.13","0","1","0","1.0","1","1","0","1","1","1.89","6.06","5.77","6.58","0.0","0.0","999.0","sa3014978"
"John LaRossa","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.79","6.64","6.35","6.24","0.0","0.0","999.0","sa3014933"
"Matthew De La Rosa","","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.77","6.81","6.20","6.24","0.0","0.0","999.0","sa918741"
"Leonel Aponte","PHI","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.80","6.49","6.36","6.38","0.0","0.0","999.0","sa917879"
"Christopher Viall","","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.80","6.80","6.77","6.07","0.0","-0.1","999.0","sa738995"
"Vincent Coletti","","0","0","5.79","0","1","0","1.0","1","1","0","1","1","1.78","5.94","6.22","6.05","0.0","0.0","999.0","sa1170123"
"John Gray","KCR","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.81","4.71","5.72","6.23","0.0","0.0","999.0","sa3007723"
"Luis Curvelo","SEA","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.70","6.86","5.82","6.10","0.0","0.0","999.0","sa3008169"
"Alex Roth","PIT","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.83","6.56","6.68","6.18","0.0","0.0","999.0","sa3011220"
"Nicholas Sprengel","","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.78","5.99","6.33","5.95","0.0","0.0","999.0","sa3007714"
"Chad Sykes","LAA","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.76","6.63","6.07","6.32","0.0","0.0","999.0","sa1169870"
"Cobi Johnson","TOR","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.80","6.59","6.55","6.22","0.0","0.0","999.0","sa3006693"
"Carlos Vega","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.78","6.16","5.95","6.26","0.0","0.0","999.0","sa3007909"
"Manuel Cachutt","CIN","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.91","6.45","7.04","6.54","0.0","0.0","999.0","sa3003133"
"Andrew Magno","DET","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.88","6.68","7.46","6.30","0.0","0.0","999.0","sa3010824"
"Paul Campbell","MIA","2","2","4.42","0","34","0","34.0","34","17","5","29","13","1.37","7.73","3.34","4.51","0.0","-0.1","999.0","22248"
"Sammy Tavarez","NYM","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.85","7.70","7.74","6.09","0.0","-0.1","999.0","sa3015079"
"Haydn King","SFG","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.83","6.11","6.68","5.96","0.0","0.0","999.0","sa3015099"
"Jeffrey Colon","NYM","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.79","6.47","6.46","6.10","0.0","-0.1","999.0","sa3006421"
"Luis Gamez","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.86","5.71","6.65","6.27","0.0","0.0","999.0","sa829025"
"Freylin Garcia","HOU","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.82","6.73","6.76","6.23","0.0","0.0","999.0","sa941791"
"Devon Perez","","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.74","6.12","5.53","6.28","0.0","0.0","999.0","sa3006812"
"Mario Jimenez","","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.80","5.82","6.08","6.28","0.0","0.0","999.0","sa944733"
"Gabriel Noguera","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.82","6.73","6.89","6.28","0.0","0.0","999.0","sa3002914"
"Erin Baldwin","","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.81","5.22","5.94","6.28","0.0","0.0","999.0","sa3006963"
"Jake Zebron","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.86","5.77","6.65","6.28","0.0","0.0","999.0","sa3007250"
"Frank Lopez","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.86","6.51","6.99","6.29","0.0","0.0","999.0","sa3007227"
"Homer Cruz","CHW","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.82","5.94","6.29","6.47","0.0","0.0","999.0","sa3009499"
"Thomas Girard","BAL","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.84","5.93","6.41","6.72","0.0","0.0","999.0","sa3015011"
"Derek West","HOU","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.79","6.63","6.43","6.25","0.0","0.0","999.0","sa3010557"
"Juan Pichardo","MIN","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.88","6.09","6.90","6.31","0.0","0.0","999.0","sa3008727"
"Leonardo Rodriguez","BAL","0","0","6.42","0","1","0","1.0","1","1","0","1","1","1.86","5.46","6.58","6.73","0.0","0.0","999.0","sa3003058"
"Fraser Ellard","CHW","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.87","6.39","7.06","6.49","0.0","0.0","999.0","sa3016907"
"Sal Biasi","","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.79","6.73","6.43","6.30","0.0","0.0","999.0","sa3004091"
"Jesus Sanchez","","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.70","5.46","4.79","6.31","0.0","0.0","999.0","sa508091"
"Edgar Martinez","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.81","6.00","6.12","6.31","0.0","0.0","999.0","sa3008636"
"Luis Mey","CIN","0","0","6.51","0","1","0","1.0","1","1","0","1","1","1.96","6.54","7.58","6.58","0.0","0.0","999.0","sa3010130"
"Miguel Rondon","SDP","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.86","7.11","7.45","6.21","0.0","0.0","999.0","sa3006068"
"Jose Larez","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.86","6.08","6.71","6.31","0.0","0.0","999.0","sa3005123"
"Jared Brasher","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.87","6.53","7.06","6.31","0.0","0.0","999.0","sa3004567"
"Samuel Kessler","DET","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.87","6.46","7.10","6.35","0.0","0.0","999.0","sa3010650"
"Matthew Hammonds","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.86","5.93","6.80","6.75","0.0","0.0","999.0","sa3004711"
"Eric Hanhold","PIT","1","1","4.60","0","28","0","28.0","29","14","4","24","13","1.47","7.77","4.04","4.56","0.0","0.0","999.0","18332"
"Alexander Nolan","TOR","0","0","6.25","0","1","0","1.0","1","1","0","1","0","1.69","4.56","4.33","6.28","0.0","0.0","999.0","sa3010267"
"Garrett Lawson","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.89","6.27","7.29","6.32","0.0","0.0","999.0","sa3014785"
"Carlos Garcia","TBR","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.66","6.09","5.11","6.02","0.0","0.0","999.0","sa3006590"
"James Gonzalez","OAK","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.74","5.69","5.76","6.12","0.0","0.0","999.0","sa3011609"
"Justin Crump","","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.87","6.17","6.95","6.32","0.0","0.0","999.0","sa3014974"
"Malcolm Van Buren","ATL","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.89","7.75","7.69","6.21","0.0","0.0","999.0","sa918752"
"Justin Miller","MIL","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.87","6.28","7.00","6.35","0.0","0.0","999.0","sa918239"
"Jerryell Rivera","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.90","6.28","7.31","6.33","0.0","0.0","999.0","sa3004945"
"Andrew McGuire","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.87","5.29","6.50","6.33","0.0","0.0","999.0","sa3008048"
"Williander Moreno","DET","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.77","5.83","5.86","6.37","0.0","0.0","999.0","sa3005698"
"Freicer Perez","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.78","6.48","6.10","6.33","0.0","0.0","999.0","sa873207"
"Riley McCauley","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.90","7.38","7.69","6.34","0.0","0.0","999.0","sa3007964"
"Francis Beriguete","ARI","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.95","6.80","7.94","6.24","0.0","0.0","999.0","sa948350"
"Ramon Pineda","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.83","5.93","6.33","6.34","0.0","0.0","999.0","sa3003053"
"Jose Garcia","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.88","5.26","6.70","6.34","0.0","0.0","999.0","sa3002804"
"Wellington Diaz","NYY","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.83","6.77","6.71","6.46","0.0","0.0","999.0","sa3004579"
"Moises Nova","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.85","6.46","6.85","6.35","0.0","0.0","999.0","sa873434"
"Juan Diaz","WSN","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.95","5.81","7.38","6.48","0.0","0.0","999.0","sa3003065"
"Justin Kelly","TOR","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.82","5.79","6.23","6.31","0.0","0.0","999.0","sa3017072"
"James Cumbie","TBR","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.68","7.29","6.01","6.05","0.0","0.0","999.0","sa3006954"
"Leudeny Pineda","OAK","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.70","6.05","5.54","6.15","0.0","0.0","999.0","sa3007998"
"Conner O'Neil","CHW","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.77","6.01","5.84","6.54","0.0","0.0","999.0","sa915599"
"Kenneth Wells","ATL","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.85","7.66","7.28","6.24","0.0","0.0","999.0","sa3011343"
"Marcos Diplan","","0","0","5.04","0","6","0","6.0","6","3","1","6","3","1.50","8.38","4.64","5.26","0.0","-0.1","999.0","17583"
"Yeury Gervacio","CLE","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.82","6.68","6.86","6.25","0.0","0.0","999.0","sa3007468"
"Anthony Escobar","MIN","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.88","6.24","6.76","6.37","0.0","0.0","999.0","sa3005691"
"Nicholas Yoder","TEX","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.82","6.20","6.30","6.27","0.0","0.0","999.0","sa3010634"
"Ted Cillis","KCR","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.86","4.98","6.40","6.35","0.0","0.0","999.0","sa3006838"
"Estalin Ortiz","PIT","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.93","6.60","7.76","6.30","0.0","0.0","999.0","sa3006395"
"Gabriel Rodriguez","ATL","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.94","7.98","8.43","6.25","0.0","0.0","999.0","sa3007219"
"Kory Behenna","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.86","6.38","6.93","6.37","0.0","0.0","999.0","sa3004600"
"Jhosua Alcantara","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.87","5.77","6.75","6.37","0.0","0.0","999.0","sa917060"
"Eris Filpo","TEX","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.76","5.72","5.50","6.29","0.0","0.0","999.0","sa917835"
"Jhonny Valdez","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.84","6.07","6.53","6.38","0.0","0.0","999.0","sa917393"
"Junior Montero","MIL","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.90","6.54","7.45","6.41","0.0","0.0","999.0","sa3008701"
"Confesor Inoa","","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.84","6.06","6.55","6.38","0.0","0.0","999.0","sa919027"
"Edgar Sanchez","MIA","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.88","6.23","7.23","6.21","0.0","0.0","999.0","sa3011131"
"Peyton Long","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.82","5.77","6.15","6.38","0.0","0.0","999.0","sa3010318"
"Luis Araujo","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.84","6.70","6.80","6.39","0.0","0.0","999.0","sa737446"
"Garrett Cave","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.89","6.96","7.42","6.39","0.0","0.0","999.0","sa829217"
"Wander Guante","OAK","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.72","5.59","5.44","6.19","0.0","0.0","999.0","sa3009851"
"Aaron Perry","BOS","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.85","6.18","6.38","6.31","0.0","0.0","999.0","sa1055363"
"Maikel Garrido","PHI","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.95","6.90","8.14","6.53","0.0","0.0","999.0","sa3008540"
"Robin Vazquez","OAK","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.77","5.68","5.95","6.19","0.0","0.0","999.0","sa3008265"
"Logan Rinehart","SEA","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.78","5.92","6.11","6.25","0.0","0.0","999.0","sa3010255"
"Mayky Perez","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.86","6.64","6.98","6.40","0.0","0.0","999.0","sa829767"
"Cody Scroggins","BOS","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.84","6.30","6.41","6.32","0.0","0.0","999.0","sa3011417"
"Rafael Monsion","TOR","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.79","5.83","6.08","6.36","0.0","0.0","999.0","sa3003096"
"Jasiel Alvino","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.84","6.12","6.45","6.40","0.0","0.0","999.0","sa917335"
"Eudrys Manon","TEX","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.85","6.98","6.97","6.32","0.0","0.0","999.0","sa3009631"
"Tyler Adams","PHI","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.97","6.88","8.33","6.54","0.0","0.0","999.0","sa1170483"
"Luis Ortiz","STL","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.84","6.04","6.96","6.24","0.0","0.0","999.0","sa3005872"
"Kellen Rholl","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.93","6.46","7.77","6.41","0.0","0.0","999.0","sa3007258"
"Jorge Benitez","SEA","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.88","6.51","7.51","6.27","0.0","0.0","999.0","sa3004462"
"Nathanael Heredia","STL","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.90","6.77","7.90","6.25","0.0","0.0","999.0","sa3009986"
"Luis De Paula","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.89","6.47","7.22","6.42","0.0","0.0","999.0","sa3003073"
"Miguel Suero","BOS","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.85","5.30","6.09","6.35","0.0","0.0","999.0","sa3006066"
"Luis Pino","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.82","5.78","6.19","6.43","0.0","0.0","999.0","sa683316"
"Garvin Alston","CHW","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.89","5.67","6.90","6.62","0.0","0.0","999.0","sa3010238"
"Listher Sosa","PIT","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.95","5.41","7.34","6.37","0.0","0.0","999.0","sa3009725"
"Hildemaro Requena","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.84","5.40","6.13","6.43","0.0","0.0","999.0","sa832269"
"Andrew McDonald","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.87","5.62","6.68","6.43","0.0","0.0","999.0","sa857612"
"Dawel Rodriguez","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.90","6.10","7.09","6.44","0.0","0.0","999.0","sa3011894"
"Wilson Gherbaz","PHI","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.92","6.65","7.58","6.57","0.0","0.0","999.0","sa3009208"
"Robert Kwiatkowski","BOS","0","0","6.55","0","1","0","1.0","1","1","0","0","1","1.85","4.40","5.55","6.36","0.0","0.0","999.0","sa3014929"
"Jacob Schlesener","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","2.02","7.25","9.09","6.44","0.0","0.0","999.0","sa875595"
"Leury Tejada","TEX","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.81","5.86","6.07","6.35","0.0","0.0","999.0","sa3007935"
"Joshua Reagan","","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.76","6.19","6.33","6.24","0.0","0.0","999.0","sa3004830"
"Nathaniel Hadley","MIN","0","0","6.48","0","1","0","1.0","1","1","0","1","1","1.87","6.53","6.82","6.46","0.0","0.0","999.0","sa3010553"
"Enmanuel Acosta","ARI","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.93","6.26","7.37","6.35","0.0","0.0","999.0","sa3010325"
"Cole Duensing","","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.81","6.94","6.68","6.45","0.0","0.0","999.0","sa918090"
"Trayson Kubo","OAK","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.79","5.64","6.11","6.24","0.0","0.0","999.0","sa3010314"
"Yasel Santana","BOS","0","0","6.50","0","1","0","1.0","1","1","0","1","1","1.85","5.82","6.27","6.37","0.0","0.0","999.0","sa3005075"
"Casey Ryan","","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.85","6.05","6.54","6.45","0.0","0.0","999.0","sa3004827"
"Taylor Bloye","","0","0","6.39","0","1","0","1.0","1","1","0","1","1","1.85","5.82","6.40","6.45","0.0","0.0","999.0","sa3016265"
"Liam McCall","NYM","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.84","6.68","7.06","6.27","0.0","-0.1","999.0","sa3005018"
"Luis Valdez","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.89","6.49","7.16","6.46","0.0","0.0","999.0","sa882196"
"Sergio Pacheco","TEX","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.84","6.18","6.48","6.37","0.0","0.0","999.0","sa919042"
"Marlin Willis","KCR","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.95","6.25","8.00","6.45","0.0","0.0","999.0","sa3005116"
"Trey Turner","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.92","6.86","7.76","6.46","0.0","0.0","999.0","sa3006696"
"Michael Costanzo","TBR","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.70","6.39","5.77","6.16","0.0","0.0","999.0","sa3007620"
"Daritzon Feliz","CLE","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.83","5.83","6.56","6.35","0.0","0.0","999.0","sa3002813"
"Ronny Garcia","HOU","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.87","6.14","7.02","6.42","0.0","0.0","999.0","sa3003030"
"Hugo Villalobos","CLE","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.82","5.51","6.14","6.35","0.0","0.0","999.0","sa3008729"
"Randy Pondler","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.89","6.01","7.05","6.47","0.0","0.0","999.0","sa919219"
"Harold Cortijo","NYY","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.86","5.51","6.32","6.59","0.0","0.0","999.0","sa3004588"
"Estarlin Rodriguez","ATL","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.86","5.55","6.32","6.35","0.0","0.0","999.0","sa3004871"
"Jacob Forrester","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.85","5.72","6.51","6.47","0.0","0.0","999.0","sa3010319"
"Anderson Bido","COL","0","0","7.31","0","1","0","1.0","1","1","0","1","1","1.99","5.53","6.57","6.84","0.0","0.0","999.0","sa3004204"
"Yeremi Ceballos","HOU","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.87","6.90","7.38","6.44","0.0","0.0","999.0","sa917883"
"Kevin Holcomb","HOU","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.84","6.57","6.84","6.44","0.0","0.0","999.0","sa3011247"
"Bryan Pena","WSN","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.91","5.90","6.87","6.62","0.0","0.0","999.0","sa3006483"
"Francisco Moreno","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.80","5.47","5.86","6.49","0.0","0.0","999.0","sa824739"
"Daniel James","KCR","0","0","6.39","0","1","0","1.0","1","1","0","1","1","1.87","5.90","6.85","6.48","0.0","0.0","999.0","sa3007217"
"Jesus Barraza","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.81","5.89","6.07","6.50","0.0","0.0","999.0","sa504962"
"Dylan Thomas","MIN","0","0","6.54","0","1","0","1.0","1","1","0","1","1","1.89","5.93","6.69","6.51","0.0","0.0","999.0","sa1115767"
"Enrique Santana","NYY","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.90","6.00","6.98","6.62","0.0","0.0","999.0","sa3007496"
"Calvin Coker","OAK","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.76","5.83","5.99","6.30","0.0","0.0","999.0","sa3007932"
"Alejandro Chavarria","","0","0","6.38","0","1","0","1.0","1","1","0","1","1","1.87","5.88","6.74","6.51","0.0","0.0","999.0","sa977121"
"Leonardo Taveras","STL","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.91","7.72","8.42","6.34","0.0","0.0","999.0","sa3002934"
"Steffon Moore","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.97","6.92","8.32","6.51","0.0","0.0","999.0","sa3007857"
"Alexander Montero","BOS","0","0","6.55","0","1","0","1.0","1","1","0","1","1","1.88","6.22","6.77","6.43","0.0","0.0","999.0","sa3005222"
"Charles Cerny","OAK","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.88","5.30","6.91","6.31","0.0","0.0","999.0","sa3007230"
"Michael Brewer","TEX","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.87","6.68","7.00","6.42","0.0","0.0","999.0","sa3015149"
"Xavier Javier","","0","0","6.33","0","1","0","1.0","1","1","0","1","1","1.90","5.60","7.00","6.52","0.0","0.0","999.0","sa872871"
"Wilfred Salaman","","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.83","5.62","6.26","6.52","0.0","0.0","999.0","sa921448"
"Samuel Romero","OAK","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.75","6.16","6.01","6.31","0.0","0.0","999.0","sa3010302"
"Zach Seipel","ATL","0","0","6.33","0","1","0","1.0","1","1","0","1","1","1.90","6.09","6.99","6.40","0.0","0.0","999.0","sa3007783"
"Fauris Guerrero","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.87","6.52","6.94","6.52","0.0","0.0","999.0","sa877605"
